P37_8,P56,P60,P1,P2,PONDERA,P59_1,P59_2,P59_3,P59_4,P59_5,P59_6,P59_7,P59_8,P59_9,P61A_1,P61A_2,P61A_3,P61A_4,P61A_5,P61A_6,P61A_7,P61A_8,P61B_1,P61B_2,P61B_3,P61B_4,P61B_5,P61B_6,P61B_7,P61B_8
0,2,1,2,62,323.675,0,1,0,0,0,0,0,0,0,8.0,,,,,,,,8.0,,,,,,,
0,2,0,2,54,323.675,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,1.0,4.0,5.0,,,,,
0,3,1,1,59,353.395446217027,0,0,0,0,0,0,0,1,0,2.0,5.0,,,,,,,8.0,,,,,,,
0,2,0,1,37,353.395446217027,0,0,0,0,0,0,0,0,0,2.0,3.0,,,,,,,1.0,5.0,,,,,,
0,3,0,1,56,353.395446217027,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,2.0,,,,,,,
0,2,0,2,53,353.395446217027,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,2.0,,,,,,,
0,2,0,1,76,353.395446217027,0,0,0,0,0,0,0,0,0,1.0,6.0,,,,,,,8.0,,,,,,,
0,2,0,2,36,323.675,0,0,0,0,0,0,0,0,0,7.0,2.0,,,,,,,1.0,,,,,,,
0,2,0,2,46,353.395446217027,0,0,0,0,0,0,0,0,0,6.0,5.0,,,,,,,2.0,6.0,,,,,,
0,2,0,1,38,353.395446217027,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,8.0,,,,,,,
0,3,0,1,44,353.395446217027,0,0,0,0,0,0,0,0,0,6.0,4.0,1.0,2.0,,,,,3.0,,,,,,,
0,2,0,2,51,353.395446217027,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,7.0,,,,,,,
0,2,1,1,59,323.675,1,0,0,0,0,0,0,0,0,7.0,2.0,,,,,,,5.0,,,,,,,
0,2,0,2,51,353.395446217027,0,0,0,0,0,0,0,0,0,7.0,6.0,,,,,,,4.0,3.0,,,,,,
0,3,0,1,48,323.675,0,0,0,0,0,0,0,0,0,5.0,6.0,3.0,,,,,,5.0,7.0,,,,,,
0,2,1,1,46,323.675,1,1,0,0,0,0,0,0,0,1.0,2.0,,,,,,,2.0,1.0,,,,,,
0,3,0,1,60,323.675,0,0,1,0,0,1,0,0,0,7.0,,,,,,,,2.0,,,,,,,
0,1,0,1,29,323.675,0,0,0,0,0,0,0,0,0,2.0,1.0,,,,,,,4.0,,,,,,,
0,2,0,1,35,353.395446217027,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,2.0,1.0,3.0,,,,,
0,3,0,1,46,353.395446217027,0,0,0,0,0,0,0,0,0,2.0,1.0,,,,,,,2.0,3.0,1.0,,,,,
0,2,0,1,36,323.675,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,2.0,,,,,,,
0,2,0,2,65,353.395446217027,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,1.0,,,,,,,
0,2,0,1,28,323.675,0,0,0,0,0,0,0,0,0,2.0,4.0,,,,,,,5.0,,,,,,,
0,2,0,2,65,353.395446217027,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,5.0,1.0,3.0,,,,,
0,2,0,1,62,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,1.0,,,,,,,
0,2,0,1,33,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,1.0,2.0,,,,,,1.0,2.0,,,,,,
0,2,1,2,32,192.265465869145,0,0,0,1,0,0,0,0,0,2.0,1.0,,,,,,,4.0,6.0,3.0,,,,,
0,2,0,1,50,184.06779661017,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,1.0,,,,,,,
0,2,1,2,30,192.265465869145,1,0,1,1,1,0,0,1,0,5.0,2.0,,,,,,,2.0,,,,,,,
0,2,0,2,47,90.4739583333333,0,0,0,0,0,0,0,0,0,2.0,6.0,,,,,,,2.0,4.0,1.0,,,,,
0,1,0,1,28,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,5.0,2.0,,,,,,4.0,2.0,1.0,,,,,
0,2,0,2,44,353.395446217027,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,1.0,5.0,,,,,,
0,3,0,2,26,353.395446217027,0,0,0,0,0,0,0,0,0,4.0,3.0,,,,,,,3.0,,,,,,,
0,2,0,1,72,67.5442185508479,0,0,0,0,0,0,0,0,0,1.0,2.0,7.0,,,,,,7.0,5.0,,,,,,
0,3,0,1,52,323.675,0,0,0,0,0,0,0,0,0,7.0,5.0,,,,,,,5.0,,,,,,,
0,2,0,1,40,67.5442185508479,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,2.0,,,,,,,
0,2,1,1,45,67.5442185508479,1,1,0,1,1,0,0,0,0,2.0,1.0,,,,,,,2.0,,,,,,,
0,3,0,1,33,323.675,0,0,0,0,0,0,0,0,0,7.0,,,,,,,,2.0,,,,,,,
0,3,0,2,29,67.5442185508479,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,3.0,,,,,,,
0,2,0,1,45,323.675,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,7.0,5.0,,,,,,
0,2,1,2,32,323.675,1,0,0,0,0,1,0,0,0,5.0,2.0,1.0,3.0,,,,,2.0,3.0,7.0,1.0,5.0,6.0,8.0,4.0
0,2,1,2,27,184.06779661017,1,0,0,0,0,1,0,0,0,2.0,1.0,,,,,,,2.0,,,,,,,
0,2,0,1,42,67.5442185508479,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,1.0,,,,,,,
0,2,0,2,34,323.675,0,0,0,0,0,0,0,0,0,2.0,3.0,,,,,,,1.0,,,,,,,
0,2,0,1,38,323.675,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,5.0,7.0,,,,,,
0,1,0,1,45,323.675,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,4.0,5.0,3.0,1.0,,,,
0,2,0,1,39,323.675,0,0,0,0,0,0,0,0,0,2.0,1.0,,,,,,,4.0,3.0,,,,,,
0,2,0,1,55,323.675,0,0,0,0,0,0,0,0,0,4.0,1.0,2.0,5.0,,,,,6.0,,,,,,,
0,3,0,1,46,323.675,0,0,0,0,0,0,0,0,0,7.0,,,,,,,,5.0,4.0,,,,,,
0,3,0,1,51,323.675,0,0,0,0,0,0,0,0,0,2.0,1.0,,,,,,,4.0,,,,,,,
0,3,0,1,50,323.675,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,1.0,,,,,,,
0,2,0,1,32,323.675,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,5.0,1.0,,,,,,
0,2,0,2,64,67.5442185508479,0,0,0,0,0,0,0,0,0,7.0,2.0,1.0,,,,,,3.0,5.0,4.0,,,,,
0,2,0,1,32,323.675,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,5.0,4.0,1.0,,,,,
0,2,1,1,40,67.5442185508479,1,0,0,0,0,0,0,0,0,4.0,2.0,,,,,,,5.0,8.0,,,,,,
0,2,0,2,65,67.5442185508479,0,0,0,0,0,0,0,0,0,7.0,,,,,,,,4.0,,,,,,,
0,2,0,2,29,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,2.0,4.0,,,,,,2.0,1.0,,,,,,
0,2,0,1,58,192.265465869145,0,0,0,0,0,0,0,0,0,3.0,5.0,,,,,,,4.0,1.0,,,,,,
0,2,0,2,42,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,2.0,7.0,,,,,,3.0,4.0,1.0,,,,,
0,2,0,2,40,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,1.0,,,,,,,1.0,7.0,,,,,,
0,1,0,1,28,353.395446217027,0,0,0,0,0,0,0,0,0,2.0,1.0,,,,,,,1.0,7.0,3.0,,,,,
0,2,0,1,48,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,3.0,,,,,,,
0,2,0,2,47,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,2.0,4.0,,,,,,
0,2,1,2,25,90.4739583333333,1,0,1,0,0,0,1,0,0,8.0,,,,,,,,1.0,,,,,,,
0,2,0,2,35,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,5.0,7.0,,,,,,4.0,3.0,1.0,,,,,
0,2,0,1,48,67.5442185508479,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,7.0,,,,,,,
0,2,0,1,70,353.395446217027,0,0,0,0,0,0,0,0,0,2.0,7.0,,,,,,,1.0,,,,,,,
0,2,0,1,63,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,3.0,2.0,,,,,,
0,3,0,1,47,90.4739583333333,0,0,0,0,0,0,0,0,0,7.0,3.0,2.0,,,,,,2.0,4.0,1.0,,,,,
0,2,1,1,55,353.395446217027,0,0,0,0,0,1,0,0,0,5.0,,,,,,,,1.0,2.0,,,,,,
0,2,0,2,33,192.265465869145,1,0,0,0,0,0,0,0,0,2.0,,,,,,,,2.0,,,,,,,
0,2,0,2,23,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,3.0,2.0,,,,,,
0,2,0,1,24,192.265465869145,0,0,0,0,0,0,0,0,0,6.0,,,,,,,,1.0,2.0,,,,,,
0,2,0,2,45,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,1.0,2.0,,,,,,1.0,,,,,,,
0,2,0,1,61,192.265465869145,0,0,0,0,0,0,0,0,0,4.0,1.0,,,,,,,1.0,3.0,2.0,4.0,,,,
0,2,0,1,32,353.395446217027,0,0,0,0,0,0,0,0,0,1.0,3.0,2.0,6.0,4.0,7.0,5.0,,3.0,5.0,2.0,7.0,4.0,1.0,6.0,
0,2,1,2,32,192.265465869145,1,0,1,1,1,0,0,1,0,2.0,,,,,,,,1.0,,,,,,,
0,2,0,1,35,192.265465869145,1,0,1,0,1,0,0,0,0,8.0,,,,,,,,1.0,,,,,,,
0,2,0,2,40,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,7.0,,,,,,,
0,2,0,1,30,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,3.0,,,,,,,
0,2,0,2,22,192.265465869145,1,0,1,0,0,0,0,0,0,3.0,7.0,2.0,,,,,,3.0,,,,,,,
0,2,0,2,39,90.4739583333333,1,0,0,1,0,0,0,0,0,7.0,,,,,,,,8.0,,,,,,,
0,2,0,2,34,353.395446217027,0,0,0,0,0,0,1,1,0,1.0,2.0,7.0,,,,,,3.0,5.0,1.0,,,,,
0,2,0,1,29,353.395446217027,0,0,0,0,0,0,0,0,0,4.0,,,,,,,,1.0,,,,,,,
0,2,0,1,30,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,1.0,2.0,,,,,,
0,2,0,2,60,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,7.0,4.0,,,,,,1.0,4.0,,,,,,
0,3,0,1,50,323.675,0,0,0,0,0,0,0,0,0,4.0,1.0,2.0,7.0,,,,,3.0,1.0,5.0,,,,,
0,3,0,2,51,323.675,0,0,0,0,0,0,0,0,0,6.0,,,,,,,,5.0,,,,,,,
0,2,0,2,47,323.675,0,0,0,0,0,0,0,0,0,7.0,,,,,,,,1.0,,,,,,,
0,2,0,1,31,323.675,0,0,0,0,0,0,0,0,0,7.0,,,,,,,,5.0,7.0,,,,,,
0,2,0,2,40,323.675,0,0,0,0,0,0,0,0,0,1.0,4.0,2.0,5.0,7.0,,,,2.0,1.0,,,,,,
0,2,0,1,40,323.675,0,0,0,0,0,0,0,0,0,6.0,2.0,,,,,,,3.0,5.0,,,,,,
0,3,0,1,29,323.675,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,4.0,1.0,,,,,,
0,2,0,1,54,67.5442185508479,0,0,0,0,0,0,0,0,0,5.0,2.0,,,,,,,8.0,,,,,,,
0,3,1,1,36,323.675,0,0,0,0,0,1,0,0,0,7.0,2.0,,,,,,,5.0,3.0,,,,,,
0,3,0,1,40,323.675,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,2.0,4.0,,,,,,
0,2,0,2,51,67.5442185508479,0,0,0,0,0,0,0,0,0,1.0,7.0,4.0,2.0,,,,,5.0,1.0,,,,,,
0,2,0,2,45,67.5442185508479,0,0,0,0,0,0,0,0,0,6.0,,,,,,,,1.0,5.0,,,,,,
0,1,0,1,39,67.5442185508479,0,0,0,0,0,0,0,0,0,7.0,,,,,,,,2.0,5.0,1.0,,,,,
0,2,0,2,33,67.5442185508479,0,0,0,0,0,0,0,0,0,2.0,1.0,,,,,,,2.0,4.0,,,,,,
0,3,0,2,48,67.5442185508479,0,0,0,0,0,0,0,0,0,6.0,,,,,,,,2.0,3.0,1.0,8.0,,,,
0,2,0,2,24,323.675,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,2.0,,,,,,,
0,2,0,1,62,323.675,0,0,0,0,0,0,0,0,0,2.0,4.0,,,,,,,8.0,,,,,,,
0,3,0,1,36,67.5442185508479,0,0,0,0,0,0,0,0,0,4.0,,,,,,,,2.0,,,,,,,
0,2,0,2,44,323.675,0,0,0,0,0,0,0,0,0,1.0,4.0,6.0,,,,,,5.0,1.0,,,,,,
0,2,0,2,55,67.5442185508479,0,0,0,0,0,0,0,0,0,3.0,7.0,,,,,,,5.0,1.0,3.0,,,,,
0,2,0,2,56,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,2.0,,,,,,,
0,3,0,1,65,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,4.0,,,,,,,
0,2,0,2,36,192.265465869145,0,0,0,0,0,0,0,0,0,7.0,3.0,,,,,,,1.0,,,,,,,
0,2,0,1,49,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,1.0,,,,,,,
0,2,0,2,48,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,2.0,,,,,,,8.0,,,,,,,
0,2,0,2,50,353.395446217027,0,0,0,0,0,0,0,0,0,3.0,,,,,,,,4.0,1.0,6.0,2.0,,,,
0,2,0,2,40,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,6.0,7.0,,,,,,4.0,3.0,,,,,,
0,2,0,2,38,67.5442185508479,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,4.0,2.0,,,,,,
0,2,0,1,39,192.265465869145,1,1,0,1,0,0,0,0,0,1.0,2.0,5.0,,,,,,1.0,5.0,6.0,,,,,
0,1,0,1,51,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,6.0,4.0,,,,,,
0,2,0,2,44,90.4739583333333,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,3.0,7.0,,,,,,
0,2,0,1,34,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,2.0,5.0,,,,,,
0,1,0,1,43,90.4739583333333,0,0,0,0,0,0,0,0,0,7.0,,,,,,,,4.0,,,,,,,
0,2,0,2,65,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,2.0,1.0,,,,,,
0,2,0,2,38,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,6.0,,,,,,,4.0,5.0,,,,,,
0,2,0,1,26,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,4.0,,,,,,,2.0,,,,,,,
0,2,0,1,73,192.265465869145,0,0,0,0,0,0,0,0,0,6.0,5.0,,,,,,,1.0,,,,,,,
0,2,0,1,43,192.265465869145,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,2.0,,,,,,,
0,2,0,1,57,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,1.0,,,,,,,
0,3,1,2,74,192.265465869145,1,0,1,0,0,0,1,1,0,5.0,,,,,,,,1.0,6.0,,,,,,
0,2,0,2,30,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,7.0,,,,,,,2.0,4.0,7.0,,,,,
0,2,0,2,80,192.265465869145,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,2.0,7.0,,,,,,
0,2,0,2,58,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,6.0,2.0,,,,,,3.0,1.0,,,,,,
0,2,1,1,54,192.265465869145,0,0,0,1,1,0,0,0,0,5.0,,,,,,,,1.0,,,,,,,
0,2,0,2,30,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,5.0,6.0,,,,,,
0,2,1,1,54,67.5442185508479,1,0,0,0,0,0,0,0,0,8.0,,,,,,,,1.0,5.0,,,,,,
0,2,0,1,43,67.5442185508479,0,0,0,0,0,0,0,0,0,6.0,,,,,,,,4.0,,,,,,,
0,2,0,1,49,192.265465869145,0,0,0,0,0,0,0,0,0,4.0,,,,,,,,8.0,,,,,,,
0,2,0,1,28,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,5.0,1.0,,,,,,1.0,,,,,,,
0,2,0,2,34,192.265465869145,0,0,0,0,0,0,0,0,0,6.0,,,,,,,,8.0,,,,,,,
0,2,0,1,70,192.265465869145,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,2.0,1.0,,,,,,
0,2,0,1,49,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,1.0,,,,,,,
0,2,0,1,50,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,1.0,,,,,,,1.0,,,,,,,
0,2,0,2,39,67.5442185508479,0,0,0,0,0,0,0,0,0,4.0,1.0,3.0,7.0,6.0,5.0,2.0,,3.0,,,,,,,
0,2,0,2,32,353.395446217027,0,0,0,0,0,0,0,0,0,2.0,5.0,,,,,,,2.0,3.0,,,,,,
0,2,0,1,62,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,2.0,,,,,,,1.0,,,,,,,
0,2,0,1,30,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,2.0,5.0,,,,,,1.0,2.0,,,,,,
0,2,0,1,44,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,5.0,,,,,,,8.0,1.0,,,,,,
0,2,0,2,40,192.265465869145,1,1,0,0,0,1,0,0,0,1.0,7.0,,,,,,,2.0,,,,,,,
0,2,0,3,62,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,1.0,2.0,,,,,,7.0,1.0,,,,,,
0,2,0,2,29,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,1.0,,,,,,,
0,2,1,1,51,90.4739583333333,1,1,0,1,1,1,1,0,0,8.0,,,,,,,,1.0,5.0,2.0,3.0,,,,
0,2,0,1,59,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,1.0,,,,,,,
0,2,0,2,50,67.5442185508479,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,4.0,1.0,,,,,,
0,2,0,2,59,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,1.0,4.0,,,,,,4.0,1.0,,,,,,
0,2,0,2,42,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,6.0,1.0,,,,,,3.0,,,,,,,
0,2,0,2,40,192.265465869145,0,0,0,0,0,0,0,0,0,4.0,2.0,,,,,,,8.0,,,,,,,
0,2,1,1,38,192.265465869145,0,0,0,1,1,0,1,1,0,6.0,,,,,,,,1.0,2.0,,,,,,
0,2,0,2,63,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,2.0,5.0,,,,,,4.0,5.0,1.0,,,,,
0,2,1,1,55,192.265465869145,0,0,0,0,0,1,0,0,0,7.0,,,,,,,,3.0,8.0,6.0,7.0,4.0,1.0,5.0,2.0
0,2,0,2,50,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,4.0,,,,,,,5.0,,,,,,,
0,2,0,2,21,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,2.0,,,,,,,7.0,2.0,,,,,,
0,3,0,1,62,184.06779661017,0,0,0,0,0,0,0,0,0,2.0,7.0,,,,,,,5.0,4.0,,,,,,
0,2,0,2,28,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,3.0,,,,,,,
0,2,0,2,36,184.06779661017,0,0,0,0,0,0,0,0,0,1.0,2.0,7.0,,,,,,4.0,7.0,,,,,,
0,3,0,2,55,184.06779661017,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,7.0,,,,,,,
0,2,0,2,59,192.265465869145,1,0,0,0,0,0,0,0,0,2.0,6.0,,,,,,,2.0,,,,,,,
0,2,0,1,53,192.265465869145,0,0,0,0,0,0,0,0,0,6.0,5.0,,,,,,,1.0,,,,,,,
0,2,0,1,59,184.06779661017,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,1.0,,,,,,,
0,2,1,2,32,192.265465869145,0,1,0,1,0,0,1,1,0,5.0,1.0,,,,,,,1.0,,,,,,,
0,2,0,2,59,192.265465869145,0,0,0,0,0,0,0,0,0,7.0,6.0,,,,,,,3.0,,,,,,,
0,2,0,1,55,192.265465869145,0,0,0,0,0,0,0,1,0,2.0,,,,,,,,1.0,,,,,,,
0,2,0,1,33,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,3.0,,,,,,,
0,2,0,1,63,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,1.0,,,,,,,
0,2,0,1,66,184.06779661017,0,0,0,0,0,0,0,0,0,2.0,4.0,1.0,,,,,,1.0,,,,,,,
0,2,0,2,55,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,5.0,,,,,,,2.0,,,,,,,
0,2,0,1,35,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,1.0,,,,,,,
0,3,0,1,48,184.06779661017,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,3.0,2.0,,,,,,
0,2,0,2,55,192.265465869145,1,1,0,0,1,0,0,0,0,2.0,5.0,3.0,,,,,,8.0,1.0,,,,,,
0,3,0,1,32,192.265465869145,0,0,0,0,0,0,0,0,0,3.0,,,,,,,,6.0,4.0,,,,,,
0,3,1,1,35,353.395446217027,1,0,1,0,1,1,0,1,0,2.0,1.0,7.0,,,,,,1.0,2.0,,,,,,
0,2,0,1,45,90.4739583333333,0,0,0,0,0,0,0,0,0,5.0,1.0,2.0,3.0,7.0,,,,5.0,1.0,,,,,,
0,2,0,2,28,90.4739583333333,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,1.0,4.0,3.0,,,,,
0,2,0,2,51,353.395446217027,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,7.0,1.0,,,,,,
0,2,0,2,46,67.5442185508479,0,0,0,0,0,0,0,0,0,2.0,1.0,,,,,,,2.0,,,,,,,
0,2,0,2,38,90.4739583333333,0,0,0,0,0,0,0,0,0,6.0,4.0,,,,,,,7.0,1.0,,,,,,
0,2,0,2,64,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,5.0,,,,,,,4.0,1.0,2.0,,,,,
0,3,0,1,50,323.675,1,0,0,0,0,0,0,0,0,3.0,7.0,6.0,5.0,2.0,1.0,4.0,,6.0,4.0,3.0,1.0,7.0,2.0,5.0,
0,3,0,2,33,353.395446217027,0,0,0,0,0,0,0,0,0,5.0,1.0,3.0,2.0,,,,,1.0,2.0,4.0,3.0,,,,
0,2,0,1,49,323.675,0,0,0,0,0,0,0,0,0,7.0,3.0,2.0,6.0,1.0,,,,1.0,8.0,,,,,,
0,2,0,1,26,90.4739583333333,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,1.0,4.0,,,,,,
0,3,0,1,43,90.4739583333333,0,1,0,0,0,0,0,0,0,7.0,,,,,,,,1.0,,,,,,,
0,2,0,2,35,90.4739583333333,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,1.0,,,,,,,
0,2,0,1,60,353.395446217027,0,0,0,0,0,0,0,0,0,1.0,5.0,2.0,,,,,,1.0,,,,,,,
0,3,0,1,28,67.5442185508479,0,0,0,0,0,0,0,0,0,2.0,5.0,,,,,,,3.0,,,,,,,
0,2,0,2,56,67.5442185508479,1,0,0,0,1,0,1,1,0,6.0,5.0,,,,,,,4.0,,,,,,,
0,2,0,2,33,67.5442185508479,0,0,0,0,0,0,0,0,0,7.0,2.0,,,,,,,8.0,1.0,,,,,,
0,2,0,2,43,67.5442185508479,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,5.0,6.0,,,,,,
0,3,0,1,34,67.5442185508479,0,0,0,0,0,0,0,0,0,7.0,5.0,,,,,,,6.0,4.0,,,,,,
0,2,0,2,24,67.5442185508479,1,0,0,0,0,1,0,0,0,2.0,4.0,,,,,,,2.0,7.0,,,,,,
0,2,0,1,60,67.5442185508479,0,0,0,0,0,0,0,0,0,2.0,3.0,1.0,,,,,,2.0,4.0,,,,,,
0,2,0,1,74,67.5442185508479,0,0,0,0,0,0,0,0,0,2.0,7.0,5.0,,,,,,1.0,,,,,,,
0,2,0,1,60,67.5442185508479,1,0,0,0,1,0,0,1,0,5.0,,,,,,,,5.0,,,,,,,
0,2,0,2,26,67.5442185508479,0,0,0,0,0,0,0,0,0,5.0,2.0,,,,,,,7.0,2.0,,,,,,
0,2,0,1,60,67.5442185508479,0,0,0,0,0,0,0,0,0,7.0,5.0,,,,,,,2.0,4.0,,,,,,
0,2,0,1,46,67.5442185508479,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,5.0,,,,,,,
0,2,0,1,60,67.5442185508479,0,0,1,0,0,0,0,1,0,1.0,2.0,,,,,,,2.0,3.0,5.0,1.0,,,,
0,2,0,1,47,67.5442185508479,0,0,0,0,0,0,0,0,0,2.0,5.0,,,,,,,7.0,,,,,,,
0,2,0,1,79,67.5442185508479,0,0,1,0,0,0,0,0,0,2.0,,,,,,,,1.0,,,,,,,
0,2,0,1,50,67.5442185508479,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,4.0,,,,,,,
0,3,0,2,57,67.5442185508479,0,0,0,0,0,0,0,0,0,2.0,1.0,,,,,,,1.0,6.0,,,,,,
0,3,0,1,46,67.5442185508479,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,1.0,8.0,,,,,,
0,3,0,1,31,67.5442185508479,0,0,0,0,0,0,0,0,0,2.0,7.0,4.0,,,,,,1.0,3.0,2.0,,,,,
0,2,0,2,45,67.5442185508479,0,0,0,0,0,0,0,0,0,5.0,4.0,1.0,7.0,2.0,6.0,,,5.0,6.0,4.0,7.0,3.0,2.0,1.0,8.0
0,1,0,2,45,67.5442185508479,1,0,0,0,0,0,0,0,0,7.0,1.0,,,,,,,5.0,4.0,,,,,,
0,2,0,2,50,67.5442185508479,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,1.0,,,,,,,
0,2,0,1,21,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,7.0,,,,,,,
0,2,0,2,49,353.395446217027,0,0,0,0,0,0,0,0,0,2.0,1.0,7.0,,,,,,3.0,1.0,,,,,,
0,2,0,1,32,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,1.0,,,,,,,7.0,3.0,1.0,,,,,
0,2,0,1,56,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,6.0,,,,,,,6.0,3.0,4.0,1.0,5.0,8.0,2.0,
0,2,0,1,57,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,1.0,5.0,,,,,,
0,2,0,1,71,184.06779661017,0,0,0,0,0,0,0,0,0,2.0,1.0,7.0,4.0,3.0,,,,7.0,,,,,,,
0,3,0,2,49,184.06779661017,0,0,0,0,0,0,0,0,0,2.0,6.0,5.0,,,,,,8.0,,,,,,,
0,2,0,1,41,184.06779661017,0,0,0,0,0,0,0,0,0,2.0,1.0,5.0,,,,,,5.0,,,,,,,
0,2,0,1,44,323.675,0,0,0,0,0,0,0,0,0,2.0,4.0,,,,,,,8.0,3.0,,,,,,
0,2,0,1,42,323.675,0,0,0,0,0,0,0,0,0,7.0,2.0,1.0,,,,,,5.0,4.0,,,,,,
